ID,Price (Before Discount),Sales Count,Rating Average,Number Reviews,Discount Rate,as_content_label_id_0,as_content_label_id_1,as_content_label_id_2,as_content_label_id_3,as_physical_label_id_0,as_physical_label_id_1,as_physical_label_id_2,as_physical_label_id_3,as_price_label_id_0,as_price_label_id_1,as_price_label_id_2,as_price_label_id_3,as_packaging_label_id_0,as_packaging_label_id_1,as_packaging_label_id_2,as_packaging_label_id_3,as_delivery_label_id_0,as_delivery_label_id_1,as_delivery_label_id_2,as_delivery_label_id_3,as_service_label_id_0,as_service_label_id_1,as_service_label_id_2,as_service_label_id_3,sentiment_llm_label_id_0,sentiment_llm_label_id_1,sentiment_llm_label_id_2
274545380,165000,257,4.8,23,34,0.0,1.0,4.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0
273355439,94000,33,5.0,30,9,0.0,1.0,8.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,1.0,8.0
273202452,110000,278,5.0,8,25,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
246073880,120000,31,5.0,4,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
212330085,105000,213,4.6,16,23,0.0,0.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0
197901949,45000,678,4.8,47,0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0
191148972,89000,338,4.8,23,25,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0
181915295,199000,343,4.8,75,25,0.0,3.0,13.0,10.0,4.0,1.0,10.0,11.0,0.0,0.0,1.0,25.0,3.0,1.0,6.0,16.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,26.0,2.0,9.0,15.0
170098856,96000,881,4.8,149,8,1.0,0.0,21.0,32.0,10.0,1.0,13.0,30.0,0.0,1.0,2.0,51.0,11.0,0.0,6.0,37.0,1.0,1.0,10.0,42.0,1.0,0.0,2.0,51.0,9.0,8.0,37.0
155463025,198000,1991,5.0,135,23,0.0,0.0,16.0,23.0,1.0,0.0,15.0,23.0,0.0,0.0,1.0,38.0,0.0,0.0,11.0,28.0,1.0,0.0,13.0,25.0,0.0,0.0,6.0,33.0,2.0,6.0,31.0
153518797,76000,543,4.8,32,23,0.0,0.0,4.0,5.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,6.0
128656374,20000,1519,5.0,169,0,0.0,0.0,2.0,48.0,1.0,0.0,28.0,21.0,0.0,0.0,6.0,44.0,1.0,0.0,2.0,47.0,3.0,0.0,4.0,43.0,1.0,0.0,2.0,47.0,4.0,14.0,32.0
124767704,139000,3739,5.0,399,23,0.0,2.0,50.0,83.0,10.0,2.0,46.0,77.0,1.0,0.0,6.0,128.0,10.0,0.0,14.0,111.0,3.0,0.0,46.0,86.0,4.0,0.0,8.0,123.0,15.0,28.0,92.0
79110444,179000,603,4.8,89,30,3.0,5.0,22.0,22.0,1.0,1.0,14.0,36.0,0.0,0.0,2.0,50.0,1.0,0.0,1.0,50.0,1.0,2.0,9.0,40.0,0.0,0.0,4.0,48.0,5.0,10.0,37.0
73717906,239000,350,4.6,57,22,0.0,0.0,15.0,12.0,4.0,0.0,6.0,17.0,0.0,0.0,1.0,26.0,4.0,0.0,2.0,21.0,1.0,0.0,11.0,15.0,2.0,0.0,0.0,25.0,6.0,3.0,18.0
17944710,158000,350,5.0,68,23,1.0,0.0,5.0,16.0,1.0,0.0,12.0,9.0,1.0,1.0,0.0,20.0,1.0,0.0,4.0,17.0,1.0,1.0,9.0,11.0,0.0,0.0,1.0,21.0,3.0,2.0,17.0
10277496,75000,440,5.0,36,30,0.0,2.0,4.0,6.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,10.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,12.0,0.0,3.0,9.0
