ID,Seller ID,Name,Price (After Discount),Price (Before Discount),Sales Count,Rating Average,Number Reviews,Discount Rate,URL
275218105,1,Sách Hạnh Phúc Mỗi Ngày,98560,128000,215,4.8,9,23,https://tiki.vn/sach-hanh-phuc-moi-ngay-p275218105.html?spid=275218108
274546151,1,Sách Thư cho em,98000,140000,3325,5.0,185,30,https://tiki.vn/sach-thu-cho-em-p274546151.html?spid=274546152
274242104,1,Sách Bắt trẻ đồng xanh,70000,100000,326,4.8,13,30,https://tiki.vn/sach-bat-tre-dong-xanh-p274242104.html?spid=274242105
273746688,1,Sách Địa Cầu Online,169100,229000,112,4.8,20,26,https://tiki.vn/sach-dia-cau-online-p273746688.html?spid=278457466
272000024,1,Sách MBA bằng hình (Trọn gói hai năm kiến thức quản trị kinh doanh qua trực quan sinh động),132300,189000,5065,5.0,256,30,https://tiki.vn/sach-mba-bang-hinh-tron-goi-hai-nam-kien-thuc-quan-tri-kinh-doanh-qua-truc-quan-sinh-dong-p272000024.html?spid=272000026
271495378,1,Sách How Brands Grow - Con Đường Tăng Trưởng Thương Hiệu (Những Sự Thật Về Tiếp Thị Chưa Từng Được Khám Phá),178800,249000,236,5.0,7,28,https://tiki.vn/sach-how-brands-grow-con-duong-tang-truong-thuong-hieu-nhung-su-that-ve-tiep-thi-chua-tung-duoc-kham-pha-p271495378.html?spid=271495379
270442396,1,Sách Đồ Giải Kinh Lạc Huyệt Vị Cơ Thể (Tái Bản) - Bìa Mềm,95000,129000,117,4.7,6,26,https://tiki.vn/sach-do-giai-kinh-lac-huyet-vi-co-the-tai-ban-bia-mem-p270442396.html?spid=270442397
262590428,1,Sách Búp Sen Xanh,57000,72000,3971,5.0,275,21,https://tiki.vn/sach-bup-sen-xanh-p262590428.html?spid=262590431
253398071,1,Sách Thần Thoại Hy Lạp,197000,295000,252,4.8,26,33,https://tiki.vn/sach-than-thoai-hy-lap-p253398071.html?spid=253398072
243097256,1,Sách Giận - Thích Nhất Hạnh,101000,135000,4081,5.0,217,25,https://tiki.vn/sach-gian-thich-nhat-hanh-p243097256.html?spid=243097257
243006533,1,Sách Britt-Marie Đã Ở Đây (Fredrid Backman),124000,165000,845,5.0,73,25,https://tiki.vn/sach-britt-marie-da-o-day-fredrid-backman-p243006533.html?spid=243006534
205942263,1,Sách Tận Hưởng Hành Trình Nuôi Con Sữa Mẹ,92400,132000,2326,4.8,66,30,https://tiki.vn/sach-tan-huong-hanh-trinh-nuoi-con-sua-me-p205942263.html?spid=205942266
196150482,1,Sách Người nuôi ong thành Aleppo - The beekeeper of Aleppo (Aspen Words Literary Prize Winner),110000,168000,588,5.0,70,35,https://tiki.vn/sach-nguoi-nuoi-ong-thanh-aleppo-the-beekeeper-of-aleppo-aspen-words-literary-prize-winner-p196150482.html?spid=196150483
188940817,1,Sách Vị Thần Của Những Quyết Định,73000,79000,10713,4.8,1210,8,https://tiki.vn/sach-vi-than-cua-nhung-quyet-dinh-p188940817.html?spid=188940819
185909452,1,Sách Điệp Viên Hoàn Hảo X6 (Bìa Mềm),137060,178000,1670,5.0,153,23,https://tiki.vn/sach-diep-vien-hoan-hao-x6-bia-mem-p185909452.html?spid=185909453
177487151,1,Sách Nếu Biết Trăm Năm Là Hữu Hạn,123000,159000,2031,5.0,269,23,https://tiki.vn/sach-neu-biet-tram-nam-la-huu-han-p177487151.html?spid=177487152
155463021,1,Sách Hành Trình Nuôi Con Mang Thai - Cẩm Nang Thai Sản Đầy Đủ Nhất,496800,699000,688,4.8,81,29,https://tiki.vn/sach-hanh-trinh-nuoi-con-mang-thai-cam-nang-thai-san-day-du-nhat-p155463021.html?spid=155463023
147920903,1,Sách Một Thoáng Ta Rực Rỡ Ở Nhân Gian,94500,135000,15385,4.8,2082,30,https://tiki.vn/sach-mot-thoang-ta-ruc-ro-o-nhan-gian-p147920903.html?spid=147920904
117238177,1,Sách Thư Viện Nửa Đêm,105000,150000,11260,5.0,1954,30,https://tiki.vn/sach-thu-vien-nua-dem-p117238177.html?spid=117238178
77982982,1,Sách Trí Tuệ Xúc Cảm,127000,199000,3637,4.8,367,36,https://tiki.vn/sach-tri-tue-xuc-cam-p77982982.html?spid=77982983
54266567,1,Sách Nghĩ Giàu Và Làm Giàu (Bìa Mềm),84700,110000,14421,5.0,1850,23,https://tiki.vn/sach-nghi-giau-va-lam-giau-bia-mem-p54266567.html?spid=54266568
19588948,1,Sách Tâm Lý Dân Tộc An Nam,82000,109000,4141,4.5,211,25,https://tiki.vn/sach-tam-ly-dan-toc-an-nam-p19588948.html?spid=19588949
17493916,1,Sách Luyện Nói Tiếng Trung Quốc Cấp Tốc Cho Người Bắt Đầu - Tập 1 (Kèm file MP3) (Tái Bản),127000,168000,988,5.0,83,24,https://tiki.vn/sach-luyen-noi-tieng-trung-quoc-cap-toc-cho-nguoi-bat-dau-tap-1-kem-file-mp3-tai-ban-p17493916.html?spid=17493917
3644267,1,Sách Đặc Quyền Của Gái Hư,62780,86000,16062,4.6,603,27,https://tiki.vn/sach-dac-quyen-cua-gai-hu-p3644267.html?spid=3644269
1699251,1,Sách 15 Nguyên Tắc Vàng Về Phát Triển Bản Thân (Tái Bản),114100,159000,3098,4.8,128,28,https://tiki.vn/sach-15-nguyen-tac-vang-ve-phat-trien-ban-than-tai-ban-p1699251.html?spid=1702521
1362559,1,"Sách Cổ Phiếu Thường, Lợi Nhuận Phi Thường (Tái Bản)",128800,199000,5689,4.6,457,35,https://tiki.vn/sach-co-phieu-thuong-loi-nhuan-phi-thuong-tai-ban-p1362559.html?spid=1362561
1256319,1,Sách Phù Thủy Sàn Chứng Khoán,144300,199000,2063,4.7,110,27,https://tiki.vn/sach-phu-thuy-san-chung-khoan-p1256319.html?spid=1270191
279149136,1,Sách Caraval,135000,189000,35,5.0,1,29,https://tiki.vn/sach-caraval-p279149136.html?spid=279149154
278998895,1,Sách Thần Thật Là Yếu Đuối (Tập 1),172000,208000,63,4.8,9,17,https://tiki.vn/sach-than-that-la-yeu-duoi-tap-1-p278998895.html?spid=278998932
278824743,1,Sách Nghịch Lý Tuổi Già,134000,195000,35,5.0,1,31,https://tiki.vn/sach-nghich-ly-tuoi-gia-p278824743.html?spid=278824745
278777913,1,Sách Ai Nói Wibu Không Thể Kết Hôn! - Tập 1,151200,189000,48,5.0,2,20,https://tiki.vn/sach-ai-noi-wibu-khong-the-ket-hon-p278777913.html?spid=278781569
278703788,1,Sách Boxset Thế Giới Của Thỏ Peter (23 Cuốn),948000,1200000,34,5.0,3,21,https://tiki.vn/sach-boxset-the-gioi-cua-tho-peter-23-cuon-p278703788.html?spid=278703791
278694957,1,Sách Thành Phố Và Những Bức Tường Bất Định,217000,310000,281,5.0,10,30,https://tiki.vn/sach-thanh-pho-va-nhung-buc-tuong-bat-dinh-p278694957.html?spid=278694959
278684154,1,Nữ Binh Thần Tốc,40000,45000,88,5.0,2,11,https://tiki.vn/nu-binh-than-toc-p278684154.html?spid=279005454
278637425,1,Sách Mượn Gà Đẻ Trứng,122200,189000,167,4.8,5,35,https://tiki.vn/sach-muon-ga-de-trung-p278637425.html?spid=278637426
278445062,1,Sách Thuyết Mặc Kệ Họ,144760,188000,318,5.0,13,23,https://tiki.vn/sach-thuyet-mac-ke-ho-p278445062.html?spid=278445063
276886135,1,Sách Quản Lý Nghiệp (Tái Bản),46000,69000,371,5.0,160,33,https://tiki.vn/sach-quan-ly-nghiep-p276886135.html?spid=276886138
276642618,1,Sách Tuần Làm Việc 4 Giờ (Tái Bản),103000,139000,235,4.8,423,26,https://tiki.vn/sach-tuan-lam-viec-4-gio-tai-ban-p276642618.html?spid=276642621
276509013,1,Sách Những Điều Đáng Làm Tạo Ra Sản Phẩm Đáng Giá,194000,249000,86,4.5,2,22,https://tiki.vn/sach-nhung-dieu-dang-lam-tao-ra-san-pham-dang-gia-p276509013.html?spid=276509015
275794409,1,Sách Khắc đi… Khắc đến… Hồi ký Xuân Phượng,105000,150000,410,4.8,21,30,https://tiki.vn/sach-khac-di-khac-den-hoi-ky-xuan-phuong-p275794409.html?spid=275794410
275613236,1,Sách 25 Độ Âm,118000,158000,768,4.8,92,25,https://tiki.vn/sach-25-do-am-p275613236.html?spid=275613239
274802547,1,Sách Tư Duy Phản Biện,75800,109000,468,5.0,7,30,https://tiki.vn/sach-tu-duy-phan-bien-p274802547.html?spid=274802551
274728364,1,Sách Đại Việt Sử Ký Toàn Thư,189000,275000,597,4.8,115,31,https://tiki.vn/sach-dai-viet-su-ky-toan-thu-p274728364.html?spid=274728367
274458341,1,Sách Độ nhiễu: Sai lầm trong phán đoán,186000,245000,644,5.0,46,24,https://tiki.vn/sach-do-nhieu-sai-lam-trong-phan-doan-p274458341.html?spid=274458342
270504803,1,Sách 4 Nguyên Tắc Thực Thi (The 4 Disciplines Of Execution),154700,205000,900,5.0,24,25,https://tiki.vn/sach-4-nguyen-tac-thuc-thi-the-4-disciplines-of-execution-p270504803.html?spid=270504806
247843970,7446,Sách Trở nên phi thường - Becoming Supernatural - Happy Live,349000,349000,779,5.0,57,0,https://tiki.vn/tro-nen-phi-thuong-becoming-supernatural-p247843970.html?spid=247843972
209605868,1,Sách Gieo mầm nhân cách - TÀI TRÍ,23300,32000,56,5.0,1,27,https://tiki.vn/sach-gieo-mam-nhan-cach-tai-tri-p209605868.html?spid=209605869
205819593,1,Tình Đầu Nhạt Phai - Tập 1,47800,58000,678,5.0,118,18,https://tiki.vn/tinh-dau-nhat-phai-tap-1-p205819593.html?spid=205819597
187827003,1,Sách Không Diệt Không Sinh Đừng Sợ Hãi (TB5),84700,110000,29805,5.0,1859,23,https://tiki.vn/sach-khong-diet-khong-sinh-dung-so-hai-tb5-p187827003.html?spid=187827005
176824194,1,Sách Tinh Thần Tự Lực (Tái Bản),118200,175000,765,5.0,74,32,https://tiki.vn/sach-tinh-than-tu-luc-tai-ban-p176824194.html?spid=176824197
157244522,1,Sách Văn Minh Đông Phương Và Tây Phương (Ts Thu Giang Nguyễn Duy Cần)(Tái Bản),47000,60000,546,5.0,49,22,https://tiki.vn/sach-van-minh-dong-phuong-va-tay-phuong-ts-thu-giang-nguyen-duy-can-tai-ban-p157244522.html?spid=157244523
130230756,1,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,721000,775000,315,5.0,85,7,https://tiki.vn/combo-tron-bo-31-tap-sieu-quay-teppei-p130230756.html?spid=130230757
107026335,1,Sách Trắng,55300,79000,1243,4.8,100,30,https://tiki.vn/sach-trang-p107026335.html?spid=107026336
87391039,1,Sách Thuật Yêu Đương (Tái Bản),89000,120000,1932,5.0,230,26,https://tiki.vn/sach-thuat-yeu-duong-tai-ban-p87391039.html?spid=87391040
57815506,1,Sách Tư Duy Ngược Dịch Chuyển Thế Giới,137060,178000,4277,4.8,418,23,https://tiki.vn/sach-tu-duy-nguoc-dich-chuyen-the-gioi-p57815506.html?spid=57815507
50322710,1,Sách 48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),150000,200000,9286,5.0,970,25,https://tiki.vn/sach-48-nguyen-tac-chu-chot-cua-quyen-luc-tai-ban-2020-p50322710.html?spid=51830751
49910019,1,Sách Bác Sĩ Riêng Của Bé Yêu - Chào Con! Ba Mẹ Đã Sẵn Sàng (Tái Bản),77000,95000,8329,5.0,632,19,https://tiki.vn/sach-bac-si-rieng-cua-be-yeu-chao-con-ba-me-da-san-sang-tai-ban-p49910019.html?spid=49910020
17336364,1,Sách Phía Sau Nghi Can X (Tái Bản 2019),90300,129000,19300,4.8,3557,30,https://tiki.vn/sach-phia-sau-nghi-can-x-tai-ban-2019-p17336364.html?spid=17336365
14683301,1,Sách 420 Câu Đố Vui Thông Minh (Tái Bản),60060,78000,3752,4.7,396,23,https://tiki.vn/sach-420-cau-do-vui-thong-minh-tai-ban-p14683301.html?spid=14683302
8121460,1,Sách Giáo Trình Hán Ngữ 1 - Tập 1 - Quyển Thượng (Phiên Bản Mới),105000,129000,32428,4.8,1911,19,https://tiki.vn/sach-giao-trinh-han-ngu-1-tap-1-quyen-thuong-phien-ban-moi-p8121460.html?spid=8121461
509829,53660,Giấy Double A A4 DL70,98000,100000,4894,4.8,311,2,https://tiki.vn/giay-double-a-a4-dl70-p509829.html?spid=32223634
503787,1,Sách SPECIALIZED English For Tourims (Kèm CD),243000,320000,119,4.5,4,24,https://tiki.vn/sach-specialized-english-for-tourims-kem-cd-p503787.html?spid=219597
447343,1,Sách Đỏ Và Đen,81000,125000,906,4.7,47,35,https://tiki.vn/sach-do-va-den-p447343.html?spid=154091
278749397,1,Sách Vang Bóng Một Thời - Ấn Bản Đặc Biệt 20 Năm Thành Lập Nhã Nam - Bìa Cứng,269100,299000,37,5.0,3,10,https://tiki.vn/vang-bong-mot-thoi-sach-ban-dac-biet-20-nam-p278749397.html?spid=278749398
278598564,1,Sách Quản Trị Hiệu Suất Cao - Bí Quyết Tối Ưu Năng Suất Mọi Đội Nhóm - Andrew S.Grove,118200,169000,63,5.0,2,30,https://tiki.vn/sach-quan-tri-hieu-suat-cao-bi-quyet-toi-uu-nang-suat-moi-doi-nhom-andrew-s-grove-p278598564.html?spid=278638956
278475152,1,Sách Thiên Văn Học Trực Quan,416300,500000,43,5.0,2,17,https://tiki.vn/sach-thien-van-hoc-truc-quan-p278475152.html?spid=278475155
278451455,1,Sách Hoàng Đế Xứ Gladness - Ocean Vuong,175000,250000,227,5.0,15,30,https://tiki.vn/sach-hoang-de-xu-gladness-ocean-vuong-p278451455.html?spid=278451456
278311349,1,Sách Phía Tây Không Có Gì Lạ - Tái Bản,66000,100000,125,5.0,74,34,https://tiki.vn/sach-phia-tay-khong-co-gi-la-tai-ban-p278311349.html?spid=278311352
278229572,1,"Hẹn Gặp Lại, Quốc Vương Của Tôi - Tập 3",155000,179000,81,5.0,8,13,https://tiki.vn/hen-gap-lai-quoc-vuong-cua-toi-tap-3-p278229572.html?spid=278229665
278159885,1,Sách Thiết Kế Hệ Thống Học Máy,262500,375000,265,5.0,17,30,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-p278159885.html?spid=278159887
278155114,1,Sách Bánh Vẽ - Cháo Gà Cho Tâm Hồn,68530,89000,60,5.0,3,23,https://tiki.vn/sach-banh-ve-chao-ga-cho-tam-hon-p278155114.html?spid=278155116
277809376,1,Sách Tư duy dã tràng - Tim trí giao tranh,120000,160000,779,5.0,36,25,https://tiki.vn/sach-tu-duy-da-trang-tim-tri-giao-tranh-p277809376.html?spid=277809378
277728224,1,"Sách Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",130000,189000,7717,4.8,456,31,https://tiki.vn/sach-noi-chuyen-la-ban-nang-giu-mieng-la-tu-duong-im-lang-la-tri-tue-p277728224.html?spid=212356653
277361266,1,Sách Nông sản Việt Nam và Thế giới,98560,128000,87,4.3,6,23,https://tiki.vn/sach-nong-san-viet-nam-va-the-gioi-p277361266.html?spid=277361267
276660934,1,Sách Cuốn theo chiều gió (Tiểu thuyết đoạt giải Pulitzer 1937),264000,395000,194,4.7,20,33,https://tiki.vn/sach-cuon-theo-chieu-gio-tieu-thuyet-doat-giai-pulitzer-1937-p276660934.html?spid=276660935
275087003,1,Sách Trò Chơi Tâm Lý,147000,209000,61,5.0,9,30,https://tiki.vn/sach-tro-choi-tam-ly-p275087003.html?spid=275087006
273787209,1,Sách Mã gien tội ác (Phần tiếp theo của hội chứng E),188300,269000,136,5.0,19,30,https://tiki.vn/sach-ma-gien-toi-ac-phan-tiep-theo-cua-hoi-chung-e-p273787209.html?spid=273787210
271278938,1,Sách AI 2041 - 10 Viễn cảnh cho tương lai,229460,298000,1203,5.0,55,23,https://tiki.vn/sach-ai-2041-10-vien-canh-cho-tuong-lai-p271278938.html?spid=271278939
270529639,1,Sách Cơn lốc quản trị - Ba trụ cột của văn hóa doanh nghiệp,106000,140000,1902,5.0,92,24,https://tiki.vn/sach-con-loc-quan-tri-ba-tru-cot-cua-van-hoa-doanh-nghiep-p270529639.html?spid=270529640
201845361,1,"Sách Súng, Vi Trùng Và Thép (Tái bản)",217000,339000,1663,5.0,131,36,https://tiki.vn/sach-sung-vi-trung-va-thep-tai-ban-p201845361.html?spid=201845365
199728540,267978,Bút mực gel 0.5mm / bút bi nước / Bút mực khô nhanh/ Bút ghi chép cơ bản nhiều màu lựa chọn – Mực Đen/ Xanh/ Đỏ,15000,15000,1002,5.0,71,0,https://tiki.vn/but-muc-gel-0-5mm-but-bi-nuoc-but-muc-kho-nhanh-but-ghi-chep-co-ban-nhieu-mau-lua-chon-muc-den-xanh-do-p199728540.html?spid=276192470
179721624,64561,Bút Bi Thiên Long TL-08,30000,30000,262,5.0,25,0,https://tiki.vn/but-bi-thien-long-tl-08-p179721624.html?spid=179721632
173745189,1,Sách Clean Code – Mã Sạch Và Con Đường Trở Thành Lập Trình Viên Giỏi,270000,386000,1483,5.0,205,30,https://tiki.vn/sach-clean-code-ma-sach-va-con-duong-tro-thanh-lap-trinh-vien-gioi-p173745189.html?spid=173745193
168662171,1,Sách Vừa Nhắm Mắt Vừa Mở Cửa Số,56000,75000,2832,5.0,193,25,https://tiki.vn/sach-vua-nham-mat-vua-mo-cua-so-p168662171.html?spid=168662172
139567621,1,Sách Thức Tỉnh Mục Đích Sống (Tái Bản),113960,148000,3555,5.0,304,23,https://tiki.vn/sach-thuc-tinh-muc-dich-song-tai-ban-p139567621.html?spid=139567623
86517373,1,Sách Khoa Học Về Nấu Ăn - The Science Of Cooking,245000,350000,7458,4.8,1379,30,https://tiki.vn/sach-khoa-hoc-ve-nau-an-the-science-of-cooking-p86517373.html?spid=86517374
80657321,1,Sách Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,121000,180000,4486,5.0,589,33,https://tiki.vn/sach-co-the-tu-chua-lanh-phuc-hoi-tuyen-giap-p80657321.html?spid=80657322
77225336,1,Sách Miếng Ngon Hà Nội (Việt Nam Danh Tác),49000,70000,1525,4.8,223,30,https://tiki.vn/sach-mieng-ngon-ha-noi-viet-nam-danh-tac-p77225336.html?spid=77225337
76776245,1,Sách Nghệ Thuật Tư Duy Phản Biện,84900,129000,6441,4.8,734,34,https://tiki.vn/sach-nghe-thuat-tu-duy-phan-bien-p76776245.html?spid=76776246
37887031,1,Sách Hiểu Nghèo Thoát Nghèo (Tái Bản),121000,160000,1927,4.8,180,24,https://tiki.vn/sach-hieu-ngheo-thoat-ngheo-tai-ban-p37887031.html?spid=37887032
32802803,1,Sách Quản Trị Nhân Sự Đúng,207600,279000,1708,4.8,148,26,https://tiki.vn/sach-quan-tri-nhan-su-dung-p32802803.html?spid=32802804
14655136,1,Sách GOTH - Những Kẻ Hắc Ám ( Tái Bản 2019 ),96600,138000,2156,4.7,354,30,https://tiki.vn/sach-goth-nhung-ke-hac-am-tai-ban-2019-p14655136.html?spid=14655137
10920495,1,Sách Dế Mèn Phiêu Lưu Ký,118000,150000,7513,5.0,856,21,https://tiki.vn/sach-de-men-phieu-luu-ky-p10920495.html?spid=10920496
10392851,1,Sách Tôi Thấy Hoa Vàng Trên Cỏ Xanh,113000,150000,7489,5.0,878,25,https://tiki.vn/sach-toi-thay-hoa-vang-tren-co-xanh-p10392851.html?spid=39152601
1864759,1,Giáo Trình HSK 3 - Sách Bài Tập (Kèm MP3),152000,188000,2112,5.0,263,19,https://tiki.vn/giao-trinh-hsk-3-sach-bai-tap-kem-mp3-p1864759.html?spid=1865571
1750249,1,Sách Phân Tích Chứng Khoán,327300,499000,10436,4.7,607,34,https://tiki.vn/sach-phan-tich-chung-khoan-p1750249.html?spid=1750251
1453497,1,Sách Succeed In Cambridge English - Flyers (Kèm CD Hoặc File MP3),204000,268000,944,4.8,82,24,https://tiki.vn/sach-succeed-in-cambridge-english-flyers-kem-cd-hoac-file-mp3-p1453497.html?spid=1453689
278710197,1,Rắc Rối Đáng Yêu - Love☆Com,44000,47500,97,5.0,1,7,https://tiki.vn/rac-roi-dang-yeu-love-com-p278710197.html?spid=278937502
278491439,1,Sách Luận Về Chiến Tranh,113000,145000,105,4.8,4,22,https://tiki.vn/sach-luan-ve-chien-tranh-p278491439.html?spid=278491441
278385057,64561,Combo 5/10/20 Bút Gel Thiên Long Doraemon GEL-012/DO ngòi 0.5mm mực xanh/đỏ/đen/tím thân bút in hình nhân vật Doraemon,47500,47500,33,5.0,1,0,https://tiki.vn/combo-5-10-20-but-gel-thien-long-doraemon-gel-012-do-ngoi-0-5mm-muc-xanh-do-den-tim-than-but-in-hinh-nhan-vat-doraemon-p278385057.html?spid=217172435
278275283,1,Sách 451 Độ F,84000,120000,93,4.8,497,30,https://tiki.vn/sach-451-do-f-p278275283.html?spid=278275286
278275160,1,Sách Agatha Christie. Tấm gương nứt vỡ: Một vụ án của Jane Marple,94000,125000,161,5.0,14,25,https://tiki.vn/sach-agatha-christie-tam-guong-nut-vo-mot-vu-an-cua-jane-marple-p278275160.html?spid=278275162
278159882,1,Sách Phong Cách Nvidia,175000,250000,117,5.0,6,30,https://tiki.vn/sach-phong-cach-nvidia-p278159882.html?spid=278159886
278118434,1,Sách 10 Vạn Câu Hỏi Vì Sao - Siêu Nhí Hỏi Nhà Khoa Học Trả Lời (Bộ 6 quyển),45000,64000,21,5.0,4,30,https://tiki.vn/sach-10-van-cau-hoi-vi-sao-sieu-nhi-hoi-nha-khoa-hoc-tra-loi-bo-6-quyen-p278118434.html?spid=278118459
277420884,1,Sách Tính ưu việt của hoài nghi - Từ vật lý lượng tử đến biến đổi khí hậu: khoa học vế sự bất định giúp chúng ta hiểu về thế giới hỗn độn,131000,160000,68,5.0,4,18,https://tiki.vn/sach-tinh-uu-viet-cua-hoai-nghi-tu-vat-ly-luong-tu-den-bien-doi-khi-hau-khoa-hoc-ve-su-bat-dinh-giup-chung-ta-hieu-ve-the-gioi-hon-don-p277420884.html?spid=277420886
276462110,156095,Sách - Một số Chuyên đề Tổ hợp - Dành cho Học sinh Trung học cơ sở,250000,250000,61,5.0,1,0,https://tiki.vn/sach-mot-so-chuyen-de-to-hop-danh-cho-hoc-sinh-trung-hoc-co-so-p276462110.html?spid=276462111
276231597,1,Sách Tâm Lý Học Lập Dị: Bí Mật Của Những Hành Vi Bất Thường,103200,129000,113,4.8,4,20,https://tiki.vn/sach-tam-ly-hoc-lap-di-bi-mat-cua-nhung-hanh-vi-bat-thuong-p276231597.html?spid=276231599
276107155,1,Sách Lịch sử Việt Nam bằng hình - Gần 2000 minh họa tranh ảnh và bản đồ,692000,900000,363,4.8,49,23,https://tiki.vn/sach-lich-su-viet-nam-bang-hinh-gan-2000-minh-hoa-tranh-anh-va-ban-do-p276107155.html?spid=276107156
275620664,11216,Sách giáo khoa Toán 9- Tập một- Chân Trời Sáng Tạo (Kèm Nilon bọc Sách),28000,28000,88,5.0,3,0,https://tiki.vn/sach-giao-khoa-toan-9-tap-mot-chan-troi-sang-tao-p275620664.html?spid=275620665
275599939,1,Sách Sưởi Ấm Mặt Trời: Tập 2 Của Cây Cam Ngọt,112000,160000,2765,5.0,163,30,https://tiki.vn/sach-suoi-am-mat-troi-tap-2-cua-cay-cam-ngot-p275599939.html?spid=275599940
275138977,1,Sách Thời Niên Thiếu Của Pháp Y Tống Từ - Quyển Thượng,125000,199000,275,4.8,36,37,https://tiki.vn/sach-thoi-nien-thieu-cua-phap-y-tong-tu-quyen-thuong-p275138977.html?spid=275139148
275043092,1,Sách Đầu Tư Vào Vàng - Khoản Đầu Tư Tuyệt Đối An Toàn Thiết Yếu Cho Mỗi Danh Mục Đầu Tư (Jonathan Spall),111000,159000,276,4.6,16,30,https://tiki.vn/sach-dau-tu-vao-vang-khoan-dau-tu-tuyet-doi-an-toan-thiet-yeu-cho-moi-danh-muc-dau-tu-jonathan-spall-p275043092.html?spid=275303053
274960014,11216,Sách Vở bài tập Toán 3- tập hai- Chân Trời Sáng Tạo (Kèm Nilon bọc Sách),35000,35000,196,4.8,4,0,https://tiki.vn/sach-vo-bai-tap-toan-3-tap-hai-chan-troi-sang-tao-p274960014.html?spid=274960015
274242094,1,Sách Ông già và biển cả,35000,50000,89,5.0,4,30,https://tiki.vn/sach-ong-gia-va-bien-ca-p274242094.html?spid=274242095
272129446,1,Sách AI - Công Cụ Nâng Cao Hiệu Suất Công Việc,113700,169000,594,4.0,16,33,https://tiki.vn/sach-ai-cong-cu-nang-cao-hieu-suat-cong-viec-p272129446.html?spid=272129447
198572118,1,Sách 39 Cuộc Đối Thoại Cho Người Trẻ,146000,150000,326,5.0,32,3,https://tiki.vn/sach-39-cuoc-doi-thoai-cho-nguoi-tre-p198572118.html?spid=198572120
198208145,1,Sách Nguyên tắc 50 - Không sợ hãi (Tái Bản 2022),110000,130000,401,5.0,40,15,https://tiki.vn/sach-nguyen-tac-50-khong-so-hai-tai-ban-2022-p198208145.html?spid=198208146
191782142,1,Sách Điều Vĩ Đại Đời Thường,68000,92000,581,5.0,36,26,https://tiki.vn/sach-dieu-vi-dai-doi-thuong-p191782142.html?spid=191782143
184419756,1,Kay's Anatomy - Giải Phẫu Cơ Thể Người (Một Cuốn Sách Cực Ngầu Về Giải Phẫu Cơ Thể),131000,166000,310,5.0,25,21,https://tiki.vn/kay-s-anatomy-giai-phau-co-the-nguoi-mot-cuon-sach-cuc-ngau-ve-giai-phau-co-the-p184419756.html?spid=184419757
174605333,1,Sách Châu Phi Nghìn Trùng (Tái Bản),133000,165000,1115,5.0,110,19,https://tiki.vn/sach-chau-phi-nghin-trung-tai-ban-p174605333.html?spid=174605337
157432540,1,Sách Thư Tình Gửi Một Người (Trịnh Công Sơn) (Tái Bản),148000,195000,1266,5.0,181,24,https://tiki.vn/sach-thu-tinh-gui-mot-nguoi-trinh-cong-son-tai-ban-p157432540.html?spid=157432541
157255752,1,Sách Sức Mạnh Của Hiện Tại (Tái Bản),129360,168000,3315,5.0,296,23,https://tiki.vn/sach-suc-manh-cua-hien-tai-tai-ban-p157255752.html?spid=157255753
129355968,1,Sách Bùng Nổ Bộ Não Với Siêu Phương Pháp Huấn Luyện Silva,98000,169000,501,5.0,79,42,https://tiki.vn/sach-bung-no-bo-nao-voi-sieu-phuong-phap-huan-luyen-silva-p129355968.html?spid=129355969
76013378,1,Sách Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),204000,319000,12761,5.0,1934,36,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379
72615305,1,Sách Gia Tộc Morgan - Một Triều Đại Ngân Hàng Mỹ Và Sự Trỗi Dậy Của Nền Tài Chính Hiện Đại,327300,499000,1553,4.8,306,34,https://tiki.vn/sach-gia-toc-morgan-mot-trieu-dai-ngan-hang-my-va-su-troi-day-cua-nen-tai-chinh-hien-dai-p72615305.html?spid=73436602
68059466,1,Sách Tư Duy Đặt Cược: Quyết Định Sáng Suốt Hơn Khi Không Có Đủ Thông Tin,98000,130000,651,4.8,63,25,https://tiki.vn/sach-tu-duy-dat-cuoc-quyet-dinh-sang-suot-hon-khi-khong-co-du-thong-tin-p68059466.html?spid=68059467
55957270,1,Sách Hoa Trôi Trên Sóng Nước (Tái Bản 2020) - Nguyên Phong,75460,98000,2683,4.8,402,23,https://tiki.vn/sach-hoa-troi-tren-song-nuoc-tai-ban-2020-nguyen-phong-p55957270.html?spid=57487634
30757177,1,Sách Bản Chất Của Người,90300,129000,1805,4.7,141,30,https://tiki.vn/sach-ban-chat-cua-nguoi-p30757177.html?spid=30757179
