Price (Before Discount),Sales Count,Rating Average,Number Reviews,Discount Rate,as_content_label_id_0,as_content_label_id_1,as_content_label_id_2,as_content_label_id_3,as_physical_label_id_0,as_physical_label_id_1,as_physical_label_id_2,as_physical_label_id_3,as_price_label_id_0,as_price_label_id_1,as_price_label_id_2,as_price_label_id_3,as_packaging_label_id_0,as_packaging_label_id_1,as_packaging_label_id_2,as_packaging_label_id_3,as_delivery_label_id_0,as_delivery_label_id_1,as_delivery_label_id_2,as_delivery_label_id_3,as_service_label_id_0,as_service_label_id_1,as_service_label_id_2,as_service_label_id_3
200000,616,5.0,17,25,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
35000,48,3.8,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192000,398,4.8,18,30,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0
99000,641,4.8,314,33,1.0,3.0,49.0,41.0,9.0,0.0,13.0,72.0,0.0,0.0,1.0,93.0,0.0,0.0,9.0,85.0,1.0,0.0,12.0,81.0,0.0,0.0,5.0,89.0
165000,471,4.7,23,33,0.0,1.0,3.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,8.0
33000,223,3.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
215000,748,4.8,31,33,0.0,0.0,1.0,7.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0
40000,70,5.0,28,48,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
145000,1655,5.0,63,30,0.0,3.0,12.0,4.0,1.0,0.0,2.0,16.0,0.0,0.0,1.0,18.0,1.0,0.0,2.0,16.0,0.0,1.0,5.0,13.0,0.0,0.0,0.0,19.0
130000,516,4.8,33,20,1.0,0.0,2.0,7.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,9.0
130000,4754,5.0,270,23,2.0,4.0,45.0,26.0,1.0,0.0,18.0,58.0,0.0,0.0,8.0,69.0,1.0,0.0,16.0,60.0,1.0,0.0,16.0,60.0,0.0,0.0,1.0,76.0
105000,4762,5.0,175,26,2.0,2.0,20.0,23.0,0.0,0.0,8.0,39.0,1.0,0.0,1.0,45.0,0.0,0.0,14.0,33.0,0.0,0.0,11.0,36.0,0.0,0.0,4.0,43.0
199000,3690,5.0,524,23,8.0,8.0,56.0,99.0,15.0,8.0,72.0,76.0,0.0,4.0,13.0,154.0,5.0,2.0,41.0,123.0,2.0,4.0,59.0,106.0,0.0,0.0,4.0,167.0
189000,11908,4.8,881,25,9.0,2.0,91.0,85.0,35.0,5.0,40.0,107.0,4.0,2.0,10.0,171.0,13.0,1.0,47.0,126.0,4.0,5.0,45.0,133.0,0.0,0.0,9.0,178.0
180000,1881,5.0,174,25,1.0,1.0,28.0,28.0,4.0,2.0,17.0,35.0,0.0,0.0,7.0,51.0,2.0,0.0,16.0,40.0,1.0,1.0,19.0,37.0,0.0,0.0,4.0,54.0
259000,23909,4.8,4227,30,11.0,21.0,138.0,126.0,39.0,18.0,124.0,115.0,1.0,6.0,26.0,263.0,39.0,5.0,61.0,191.0,16.0,9.0,83.0,188.0,9.0,0.0,11.0,276.0
188000,7193,4.8,1218,30,6.0,15.0,39.0,136.0,38.0,13.0,70.0,75.0,1.0,3.0,12.0,180.0,24.0,3.0,41.0,128.0,7.0,5.0,72.0,112.0,2.0,0.0,8.0,186.0
528000,4834,4.8,852,5,1.0,6.0,22.0,166.0,10.0,10.0,82.0,93.0,1.0,0.0,17.0,177.0,8.0,0.0,52.0,135.0,5.0,2.0,65.0,123.0,2.0,0.0,10.0,183.0
120000,22489,5.0,2107,30,3.0,7.0,133.0,111.0,36.0,7.0,89.0,122.0,0.0,3.0,9.0,242.0,26.0,1.0,43.0,184.0,9.0,8.0,73.0,164.0,1.0,0.0,11.0,242.0
80000,38259,4.8,3580,25,5.0,12.0,117.0,156.0,31.0,6.0,88.0,165.0,6.0,8.0,18.0,258.0,26.0,2.0,73.0,189.0,8.0,7.0,97.0,178.0,10.0,0.0,16.0,264.0
109000,62447,4.7,2303,38,6.0,22.0,104.0,89.0,26.0,7.0,61.0,127.0,2.0,2.0,10.0,207.0,9.0,1.0,36.0,175.0,6.0,6.0,56.0,153.0,2.0,0.0,10.0,209.0
225000,49,5.0,6,11,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
40000,100,4.0,2,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
550000,110,5.0,6,30,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
159000,216,5.0,5,21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
60000,946,5.0,260,5,0.0,2.0,7.0,57.0,2.0,1.0,28.0,35.0,0.0,0.0,1.0,65.0,1.0,0.0,10.0,55.0,0.0,1.0,9.0,56.0,1.0,0.0,0.0,65.0
150000,413,4.7,23,30,1.0,1.0,3.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0
159000,1097,5.0,76,25,0.0,1.0,7.0,9.0,0.0,0.0,5.0,12.0,0.0,1.0,1.0,15.0,1.0,0.0,11.0,5.0,0.0,1.0,7.0,9.0,1.0,0.0,4.0,12.0
175000,155,5.0,15,5,0.0,0.0,3.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
60000,837,5.0,2811,30,2.0,3.0,130.0,93.0,11.0,17.0,87.0,113.0,1.0,5.0,11.0,211.0,22.0,1.0,30.0,175.0,6.0,5.0,83.0,134.0,0.0,0.0,13.0,215.0
399000,238,5.0,100,22,0.0,1.0,8.0,25.0,3.0,0.0,18.0,13.0,0.0,0.0,3.0,31.0,0.0,0.0,10.0,24.0,1.0,1.0,11.0,21.0,0.0,0.0,2.0,32.0
235000,1336,5.0,58,29,1.0,0.0,4.0,8.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,11.0,1.0,0.0,4.0,8.0,0.0,0.0,4.0,9.0,1.0,0.0,2.0,10.0
299000,211,5.0,13,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
325000,2673,5.0,182,32,1.0,4.0,11.0,24.0,3.0,0.0,8.0,29.0,0.0,0.0,3.0,37.0,0.0,0.0,8.0,32.0,1.0,0.0,10.0,29.0,1.0,0.0,0.0,39.0
195000,2967,4.7,91,35,4.0,1.0,4.0,16.0,3.0,0.0,3.0,19.0,0.0,1.0,0.0,24.0,0.0,0.0,2.0,23.0,1.0,1.0,5.0,18.0,0.0,0.0,1.0,24.0
129000,1635,4.8,91,23,3.0,2.0,10.0,11.0,1.0,1.0,5.0,19.0,0.0,0.0,0.0,26.0,1.0,0.0,3.0,22.0,0.0,2.0,4.0,20.0,0.0,0.0,3.0,23.0
158000,299,5.0,11,30,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0
130000,5498,5.0,466,24,0.0,6.0,40.0,115.0,9.0,6.0,55.0,91.0,1.0,0.0,5.0,155.0,7.0,1.0,38.0,115.0,2.0,1.0,45.0,113.0,5.0,0.0,6.0,150.0
155000,2214,5.0,137,32,0.0,2.0,22.0,20.0,1.0,1.0,7.0,35.0,0.0,0.0,1.0,43.0,0.0,0.0,8.0,36.0,1.0,0.0,11.0,32.0,0.0,0.0,3.0,41.0
295000,2733,5.0,364,33,1.0,0.0,45.0,87.0,9.0,6.0,55.0,63.0,0.0,1.0,11.0,121.0,5.0,0.0,31.0,97.0,0.0,2.0,41.0,90.0,1.0,1.0,8.0,123.0
9000,3618,3.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
145000,1241,5.0,61,25,0.0,0.0,4.0,12.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,15.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,16.0
90000,2282,5.0,147,30,0.0,2.0,17.0,24.0,2.0,0.0,15.0,26.0,1.0,0.0,2.0,40.0,1.0,0.0,9.0,33.0,1.0,0.0,5.0,37.0,0.0,0.0,1.0,42.0
299000,4957,5.0,430,35,3.0,5.0,27.0,71.0,9.0,5.0,34.0,58.0,0.0,2.0,4.0,100.0,11.0,0.0,27.0,68.0,2.0,0.0,34.0,70.0,3.0,0.0,5.0,98.0
120000,3733,4.8,278,26,2.0,5.0,42.0,46.0,6.0,3.0,28.0,58.0,1.0,1.0,6.0,87.0,2.0,0.0,20.0,73.0,4.0,0.0,20.0,71.0,1.0,0.0,5.0,89.0
185000,6624,5.0,168,25,0.0,2.0,30.0,23.0,1.0,2.0,9.0,43.0,0.0,0.0,1.0,54.0,1.0,0.0,4.0,50.0,0.0,1.0,10.0,44.0,1.0,0.0,1.0,53.0
99000,1190,4.8,244,23,1.0,4.0,26.0,48.0,5.0,7.0,30.0,37.0,0.0,0.0,3.0,76.0,5.0,0.0,7.0,67.0,1.0,1.0,23.0,54.0,0.0,0.0,1.0,78.0
159000,1533,4.8,125,35,0.0,2.0,13.0,24.0,3.0,1.0,5.0,30.0,0.0,0.0,1.0,38.0,1.0,1.0,0.0,37.0,1.0,0.0,6.0,32.0,0.0,0.0,1.0,38.0
98000,17917,5.0,2549,23,6.0,7.0,101.0,105.0,20.0,5.0,65.0,129.0,1.0,2.0,9.0,207.0,18.0,1.0,38.0,162.0,7.0,12.0,48.0,152.0,8.0,0.0,16.0,195.0
299000,5380,4.8,658,36,12.0,11.0,48.0,117.0,12.0,5.0,57.0,114.0,1.0,0.0,1.0,186.0,15.0,1.0,28.0,144.0,4.0,2.0,47.0,135.0,4.0,1.0,6.0,177.0
158000,37245,5.0,3736,3,4.0,8.0,135.0,131.0,32.0,9.0,67.0,170.0,2.0,4.0,17.0,255.0,21.0,0.0,62.0,195.0,7.0,7.0,74.0,190.0,1.0,1.0,19.0,257.0
236000,20794,4.6,1836,30,16.0,14.0,68.0,171.0,72.0,16.0,78.0,103.0,2.0,8.0,16.0,243.0,46.0,3.0,46.0,174.0,15.0,17.0,77.0,160.0,5.0,0.0,16.0,248.0
380000,13277,4.8,1495,25,5.0,13.0,80.0,156.0,46.0,19.0,103.0,86.0,0.0,6.0,39.0,209.0,27.0,1.0,68.0,158.0,9.0,5.0,89.0,151.0,5.0,0.0,16.0,233.0
100000,49079,4.8,4045,30,7.0,15.0,135.0,125.0,36.0,8.0,77.0,161.0,1.0,3.0,11.0,267.0,25.0,1.0,46.0,210.0,3.0,20.0,82.0,177.0,2.0,1.0,12.0,267.0
1750000,10831,4.7,1597,23,6.0,6.0,41.0,269.0,82.0,33.0,136.0,71.0,5.0,9.0,74.0,234.0,46.0,6.0,101.0,169.0,8.0,27.0,122.0,165.0,4.0,0.0,28.0,290.0
198000,3946,5.0,470,24,0.0,2.0,17.0,134.0,9.0,3.0,78.0,63.0,1.0,0.0,10.0,142.0,2.0,2.0,27.0,122.0,1.0,0.0,54.0,98.0,3.0,0.0,5.0,145.0
158000,5425,4.8,636,25,1.0,2.0,17.0,143.0,14.0,9.0,78.0,62.0,2.0,1.0,10.0,150.0,6.0,1.0,19.0,137.0,2.0,3.0,56.0,102.0,3.0,1.0,3.0,156.0
145000,104,4.8,6,19,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
245000,34,5.0,3,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200000,192,4.8,12,5,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0
115000,258,4.7,18,20,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0
659000,401,4.8,39,23,0.0,0.0,2.0,5.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,7.0
50000,34,5.0,2,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
209000,351,5.0,32,23,0.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0
90000,302,4.7,15,11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0
55000,83,5.0,3,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
198000,203,5.0,10,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
100000,124,5.0,7,34,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
55000,356,5.0,17,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
169000,155,5.0,9,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
310000,894,5.0,57,24,0.0,0.0,4.0,10.0,1.0,0.0,3.0,10.0,0.0,1.0,1.0,12.0,0.0,0.0,2.0,12.0,0.0,0.0,5.0,9.0,0.0,0.0,2.0,12.0
125000,1499,5.0,104,26,1.0,2.0,6.0,22.0,0.0,2.0,13.0,16.0,0.0,0.0,4.0,27.0,3.0,0.0,8.0,20.0,1.0,0.0,9.0,21.0,1.0,0.0,3.0,27.0
269000,3721,4.7,226,37,2.0,2.0,21.0,42.0,19.0,2.0,17.0,29.0,1.0,1.0,3.0,62.0,4.0,0.0,15.0,48.0,0.0,1.0,16.0,50.0,0.0,0.0,4.0,63.0
250000,142,5.0,9,17,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
195000,314,5.0,82,34,1.0,1.0,3.0,14.0,0.0,1.0,11.0,7.0,1.0,0.0,0.0,18.0,0.0,0.0,3.0,16.0,0.0,0.0,6.0,13.0,0.0,0.0,1.0,18.0
35000,179,5.0,3,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
190000,97,4.8,12,19,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
179000,2177,4.6,80,35,3.0,0.0,1.0,8.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,9.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,12.0
79000,713,5.0,129,25,0.0,1.0,18.0,13.0,0.0,0.0,9.0,23.0,0.0,0.0,1.0,31.0,0.0,0.0,4.0,28.0,0.0,0.0,3.0,29.0,0.0,0.0,1.0,31.0
179000,9842,4.7,478,35,17.0,7.0,35.0,53.0,6.0,0.0,24.0,82.0,0.0,0.0,5.0,107.0,4.0,0.0,14.0,94.0,5.0,3.0,23.0,81.0,5.0,1.0,5.0,101.0
158000,2459,5.0,106,33,0.0,0.0,22.0,11.0,1.0,0.0,9.0,23.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,28.0,0.0,0.0,5.0,28.0,0.0,0.0,2.0,31.0
12000,469,5.0,10,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
189000,2425,4.8,141,35,1.0,2.0,11.0,19.0,4.0,1.0,5.0,23.0,0.0,1.0,2.0,30.0,2.0,0.0,7.0,24.0,2.0,0.0,8.0,23.0,1.0,0.0,0.0,32.0
159000,1769,4.7,115,30,0.0,1.0,12.0,23.0,6.0,1.0,6.0,23.0,0.0,1.0,0.0,35.0,2.0,0.0,4.0,30.0,1.0,0.0,6.0,29.0,1.0,0.0,2.0,33.0
30000,654,5.0,63,0,0.0,0.0,0.0,12.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,11.0
119000,2594,4.7,112,35,3.0,0.0,9.0,16.0,3.0,1.0,4.0,20.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,26.0,2.0,1.0,2.0,23.0,1.0,0.0,1.0,26.0
240000,283,5.0,34,25,0.0,0.0,8.0,4.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,12.0
840000,5053,5.0,883,13,1.0,0.0,3.0,235.0,12.0,10.0,136.0,81.0,1.0,3.0,31.0,204.0,1.0,2.0,47.0,189.0,11.0,6.0,87.0,135.0,2.0,0.0,12.0,225.0
146000,176,4.8,29,30,0.0,0.0,3.0,11.0,2.0,1.0,4.0,7.0,0.0,0.0,1.0,13.0,2.0,0.0,3.0,9.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,13.0
95000,1671,5.0,372,25,3.0,16.0,24.0,91.0,12.0,6.0,47.0,69.0,1.0,0.0,13.0,120.0,6.0,1.0,37.0,90.0,1.0,2.0,44.0,87.0,0.0,0.0,9.0,125.0
200000,6532,5.0,529,25,1.0,5.0,73.0,67.0,6.0,3.0,30.0,107.0,0.0,0.0,6.0,140.0,3.0,0.0,22.0,121.0,0.0,1.0,32.0,113.0,2.0,0.0,4.0,140.0
188000,53278,4.8,4228,30,10.0,22.0,91.0,134.0,42.0,7.0,69.0,139.0,2.0,7.0,12.0,236.0,32.0,0.0,62.0,163.0,8.0,10.0,75.0,164.0,5.0,1.0,16.0,235.0
75000,1125,4.8,52,20,0.0,2.0,5.0,15.0,2.0,1.0,6.0,13.0,0.0,0.0,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0,6.0,16.0,0.0,0.0,1.0,21.0
110000,69,5.0,6,17,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
219000,110,4.0,4,29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
209000,87,5.0,2,23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35000,130,5.0,3,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
124600,61,5.0,7,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35000,128,5.0,6,6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0
75000,176,5.0,7,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
350000,68,5.0,3,30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
189000,446,4.8,41,30,1.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0
229000,982,4.7,42,36,0.0,1.0,5.0,8.0,3.0,0.0,4.0,7.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,11.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,14.0
196000,378,5.0,29,49,0.0,0.0,7.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0
45000,176,5.0,30,7,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0
169000,3413,4.7,196,34,5.0,5.0,17.0,21.0,3.0,0.0,5.0,40.0,2.0,0.0,1.0,45.0,3.0,0.0,3.0,42.0,0.0,0.0,11.0,37.0,1.0,0.0,2.0,45.0
175000,770,5.0,40,30,0.0,0.0,5.0,4.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,8.0
48000,1849,5.0,111,8,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
109000,2720,5.0,151,23,0.0,0.0,17.0,16.0,0.0,0.0,6.0,27.0,0.0,0.0,1.0,32.0,1.0,0.0,5.0,27.0,0.0,0.0,10.0,23.0,0.0,0.0,2.0,31.0
180000,1183,4.8,103,33,2.0,1.0,8.0,24.0,12.0,1.0,9.0,13.0,1.0,0.0,3.0,31.0,4.0,1.0,8.0,22.0,1.0,1.0,11.0,22.0,0.0,0.0,1.0,34.0
145000,143,5.0,7,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
189000,716,5.0,39,30,0.0,0.0,6.0,9.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,2.0,13.0
159000,993,4.8,67,29,4.0,0.0,3.0,4.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,11.0
178000,5345,5.0,386,33,5.0,2.0,63.0,60.0,0.0,0.0,40.0,90.0,0.0,0.0,4.0,126.0,0.0,0.0,14.0,116.0,2.0,1.0,33.0,94.0,2.0,0.0,4.0,124.0
169000,2491,4.8,236,29,1.0,2.0,32.0,45.0,7.0,2.0,22.0,49.0,0.0,0.0,4.0,76.0,4.0,0.0,12.0,64.0,0.0,0.0,24.0,56.0,0.0,0.0,4.0,76.0
99000,769,4.7,68,32,2.0,4.0,7.0,15.0,1.0,0.0,4.0,23.0,0.0,0.0,0.0,28.0,1.0,0.0,3.0,24.0,0.0,0.0,4.0,24.0,0.0,0.0,1.0,27.0
250000,9619,5.0,993,32,5.0,7.0,81.0,98.0,21.0,3.0,85.0,82.0,1.0,3.0,6.0,181.0,11.0,0.0,46.0,134.0,3.0,5.0,53.0,130.0,1.0,0.0,8.0,182.0
135000,568,4.7,46,71,1.0,2.0,7.0,16.0,0.0,0.0,10.0,16.0,0.0,0.0,7.0,19.0,0.0,0.0,4.0,22.0,1.0,0.0,10.0,15.0,0.0,0.0,2.0,24.0
175000,9343,4.8,611,25,1.0,6.0,127.0,62.0,8.0,2.0,33.0,153.0,0.0,1.0,3.0,192.0,6.0,0.0,27.0,163.0,4.0,1.0,29.0,162.0,1.0,0.0,5.0,190.0
75000,26916,5.0,3523,20,6.0,16.0,110.0,155.0,35.0,10.0,115.0,127.0,1.0,2.0,17.0,267.0,21.0,2.0,55.0,209.0,9.0,10.0,79.0,189.0,4.0,0.0,18.0,265.0
276000,1139,4.7,64,23,2.0,3.0,13.0,14.0,2.0,0.0,10.0,20.0,0.0,0.0,3.0,29.0,1.0,0.0,3.0,28.0,2.0,2.0,7.0,21.0,0.0,0.0,1.0,31.0
160000,10676,4.8,1380,30,5.0,13.0,101.0,99.0,22.0,9.0,59.0,128.0,0.0,2.0,9.0,207.0,20.0,0.0,41.0,157.0,3.0,3.0,75.0,137.0,2.0,0.0,14.0,202.0
119000,1816,4.7,156,35,3.0,3.0,18.0,40.0,7.0,2.0,19.0,36.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,58.0,2.0,0.0,14.0,48.0,2.0,0.0,1.0,61.0
115000,9195,4.8,836,20,13.0,17.0,49.0,169.0,16.0,8.0,119.0,105.0,0.0,3.0,9.0,236.0,12.0,1.0,62.0,173.0,5.0,8.0,77.0,158.0,3.0,0.0,8.0,237.0
595000,74,4.7,3,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
